,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
0,1.028659694442657,-0.29692704505027545,0.0212743339309571,0.08806222101043115,-1.3175986717917167,-0.4900814618777348
1,1.0008077474755626,0.025901639828239245,-0.25550610663531237,-0.7223014581138117,0.4039994460165055,0.7755082900791913
2,-0.6846291548918401,-0.1123028253206403,1.5162434965413911,0.9308404472996439,0.07240989037045224,-0.4902105252669648
3,-0.491499072791339,1.221572071386874,-1.3930771719189436,-0.5845396326626906,-0.1867342231956508,0.0808427717823173
4,-0.8070725337971196,-0.9448336821592221,0.8467418653292388,0.20151313608782562,-0.9883874148428848,-1.7025184854025737
5,1.0878039193124962,-0.9974350794974751,-0.8782447483681448,0.047544037054219154,-0.948656174742796,-0.4642956446239127
6,-0.3645184161666513,0.048533343985139296,1.1533559562310556,-0.4629850807940538,2.485197403959769,0.7646465225587105
7,0.9206436156061059,1.0213855178615456,-0.36522017903466153,-1.2652451231270545,0.03555215195071477,0.9682272297824891
8,-0.8121899966815986,-0.6204590749189631,-0.591281265546988,-1.3624887646219637,-0.6827560587647781,-1.2269182151797138
9,1.2482791935583675,-1.567094598049988,1.1731707829051603,1.7168932160501593,0.40167126290262434,0.8867115323493686
10,1.1208076148503834,2.134741151025915,-1.933958358214352,0.09616585780167342,1.1144811599477416,1.3452190899756185
11,-1.6880491205284343,-1.4936185436615734,0.47710050625026795,0.41220769266012863,-0.18333369677912406,-1.609653715949035
13,0.42981951178808897,0.9505281769369842,-0.9889347401700374,-1.3867996749956908,-0.3866524259366142,0.16783300002179222
14,0.07584468959050199,-0.6379597255301852,1.4105397434136526,0.31496405116521936,-0.06470974022139761,0.4835856952935817
15,0.42308241946880054,-0.538721724389701,1.5210015015973812,0.023233126680491663,-1.2326865677626075,0.2112878586558415
16,1.043814580539906,-0.9172602982084405,1.2249570308374613,-0.6979905477400843,0.358127979918014,0.9196550884832018
17,-0.6243857152294908,-1.1990350178666584,-1.8800049001240233,0.25823859362652213,-1.1655429459223818,-1.9927007993038675
18,-0.47620814745661433,-0.030318941007093453,0.19884209337151518,0.9227368105084016,-0.04472325504324818,-0.602258196694241
19,-0.609728637817209,-0.23988450605461015,0.1034233638758437,1.2225713717843716,0.8825081029173267,-0.5706352816198966
20,1.6620075214248757,0.6559038626079624,1.0182686316263867,0.07185494742794664,1.1483780979566593,2.5910464841423146
21,-0.7270407496688885,-0.4297144527299342,-0.4679343125839174,-1.524561500446812,0.9482670432205303,-0.8576613538778274
22,-0.38401870850719,-1.7823035628363408,-1.5010988561752034,0.2663422304177644,0.4227293558416633,-1.4534441507551936
23,-0.7399655319422034,0.19494697672937342,0.16181708154353086,1.9113804990399779,-0.8083451695364061,-1.382320260456931
24,-0.8289683181894544,-0.6434434169143843,0.7565527085604853,0.20151313608782562,-0.8416944866323998,-0.9525697218728965
25,-1.0893040957140125,2.3304824503492285,0.323235128518955,0.28254950400024964,0.45657529964750027,0.6284705963732683
26,1.2752756198484607,-1.9757739063550763,0.004878936887780185,-1.5812869579855093,0.27108260730987854,-0.30128993498648254
27,-0.37123540512659975,-0.5385168304977873,0.0009562065003727419,0.015129489889249406,-0.8442380766759653,-0.7268649599707484
29,-0.8688544368946426,1.0093295101395228,1.278575609670991,0.07185494742794664,0.13674443592738222,0.9769537954757349
30,0.8659545537771597,-0.6685399918775484,-0.2993894252394954,-0.600746906245175,-0.2427064348373612,0.04179629879220252
31,0.00652160202615845,0.1484027049501155,-0.692998968278321,0.3554822351214314,0.32163424196886137,-0.17376050251402894
32,-1.2707002202462183,1.1599317741008208,1.594987946726344,1.11722409349822,-0.6086902806680161,-0.45539931681632806
33,-1.7232362901182383,0.14282048902115851,0.34379138782453145,1.8708623150837658,-1.9499647953274346,-1.9762177148082447
34,-1.189253584320816,-0.5625209766305316,2.2889408405807616,1.6358568481377354,-1.3913105444765905,-0.8374922215347831
35,0.5432806395512073,-0.4812529171702489,-0.3924962063099445,-1.5488724108205396,0.325616792500643,-0.09311942833044988
36,0.9463138075912177,-0.5109862676485339,0.7885245126241966,0.09616585780167342,-0.8590583090130791,0.0032495393064918133
37,0.9492800008343731,-0.327266957021801,-0.2300193759615302,-0.7871305524437513,-1.3428078974025446,-0.4274429037222096
38,-1.450223494089974,-0.8035025594000921,-1.5519919760915049,-1.2895560335007816,-0.32402166814282596,-2.0033852217756594
40,-0.9398826851299708,0.6077219406662622,-1.9421329442316742,-1.4678360429081152,0.35688374352986946,-0.5813240894713655
41,0.6525977512400796,1.8842796526228849,0.5646320362443417,1.8789659518750081,-0.3411020177688726,1.5014686554738585
42,-2.1053029051965666,0.6517437962763677,0.615511193205281,0.36358587191267366,-0.907072856623689,-0.9913141230909166
43,0.17250449296344442,0.9379677626437233,0.6428416981793695,0.3716895087039166,0.7073707533218978,1.4525212334111324
44,-0.5600760220718637,-0.4820789323956752,0.45013291581670717,1.8951732254574933,-0.9345346657622078,-0.22148145419297205
45,-0.2053347771282269,1.1018130567269175,0.2156118324454991,-0.6493687269926297,0.36047203360476093,0.7587925419893791
46,0.5033104675220438,-1.1237805315430587,0.5462590062646218,1.91948413583122,-0.09092394560115957,-0.346900055925843
47,0.05270157263749717,1.3305019511507488,-1.0535288730712187,-0.61695417982766,-1.7262964037234207,-0.7134182023041962
48,0.8159565494816319,0.26395029438506523,-0.06819676719439807,-1.500250590073085,-1.4547163718383562,0.2602208308302235
49,1.7050966418254132,0.6326860709136237,-0.7311456489791794,0.03133676347173392,0.6905955920613275,1.2190417529844397
50,0.5458170906459782,0.40876381036693604,0.26336370103399376,1.927587772622463,0.49585054013243857,0.5260730401571339
51,-1.7992910706959684,-0.15262065514424059,-1.1494634146006852,-0.5359178119152359,-0.9352852165999392,-1.931834258824861
52,-0.5914763142433547,0.13237204341144024,-0.6777899730173635,0.11237313138415865,-0.09066941591081189,-0.502153935752496
53,0.4218003742694041,-0.053780468301089575,-0.5392438673693618,-0.5359178119152359,1.8894803919969458,0.5199209704564353
54,0.4090857285902783,-1.2013832606604236,0.3302007560635097,1.968105956578675,-1.1875076787128214,-0.8023182356374611
55,-0.4469850329618929,-0.027621294325751052,1.0287797610745457,0.08806222101043115,-0.8401241029691124,-0.20526696598918626
56,0.4393707140858913,2.3579193718591265,0.43531013154604925,-0.600746906245175,-1.5247427793065162,0.8923152766515935
57,-0.008912309202556666,0.14010059808335806,0.19362564242213162,0.8903222633434319,-1.8031414515333242,-0.12853701946320745
58,-1.2563897259125192,1.2194382004023854,-1.8800964731684588,0.023233126680491663,-0.36532215534305124,-1.3027009992802907
59,0.8305941869529395,0.3349442309013293,-1.7579600645867088,-0.7466123684875389,0.008949894892551916,-0.1680698691242864
60,-0.2274790628387345,-1.5138773670796706,-0.07561576274207892,-1.3786960382044486,0.0942325850099372,-0.34266127945740565
61,-0.7582111518939926,1.5697260470123824,-1.248808751259593,0.20151313608782562,-0.2603499948311832,-0.592755500365539
62,-0.7199276464586457,-0.34473483033983693,0.33625430423343705,0.17720222571409813,0.7238827095297707,0.12009067089141465
63,0.5019148914533806,0.42052017528497093,-2.393232383225332,0.2744458672090074,0.038243258419926235,-0.05251411203482527
64,-0.848571255520259,0.041728869107851695,0.019770975150032885,1.1739495510369167,2.2607642746304646,0.5088270247809776
65,-1.1293690615008265,-0.5465304994036879,-0.4699479302329534,-0.689886910948842,0.1432551744598858,-1.0575071999906402
66,-0.24704704918814804,-0.5050742189849003,-0.26840885279883625,-0.5683323590802056,0.3977297515704366,-0.08811212568563226
67,0.5583273687494542,0.7082525003524414,-1.0624703627039578,0.015129489889249406,1.341915302662475,0.8161314350786824
68,-0.2027029242205016,1.1548309851309866,0.09027438328635996,1.927587772622463,-0.5183243068196216,0.3648884724354115
69,0.5396852911087274,-0.563076121733414,-0.7221169284102495,0.11237313138415865,0.5518497360806638,0.36492305360685084
70,-0.4733788267119081,-1.223295635676605,0.17983960385853373,-0.5764359958714479,0.7172707937022208,-0.24226701814970025
71,1.4422542463886585,1.420187134567127,-0.0884382967333442,-0.730405094905054,0.11283428285396206,1.5776090907377216
72,-1.0607229590663663,-0.8666031560104829,-0.4238419006372052,-0.6574723637838723,0.7919945491650252,-1.0761603628834782
73,-1.128802006764584,-0.2885870719063926,0.03326977932581001,-0.6736796373663572,-0.6530307145871423,-1.3763813911834883
74,0.6767868546874908,-0.19210234624532546,0.33759816237457524,1.838447767918796,-0.2988252540572339,0.8564780553234913
75,0.21260162750328707,-0.7009553518857343,-0.2200855152379022,-0.5764359958714479,0.43278267607070303,-0.046629702300388584
76,-0.8253510450367906,-0.32692734274554713,-0.3909583473064774,-0.44677780721156896,-0.3789963017823639,-0.822692938742099
77,-0.35251603690044886,-1.9834576648549902,1.2952030256325577,0.3230676879564616,2.4305651922124105,-0.07781363191930533
78,-0.249345387514562,1.6424858760863588,0.08214677197979396,-0.5683323590802056,-0.20072793129241617,1.0354033332660044
79,-0.39071835475395117,0.9857196366940796,1.5196565487319065,1.7655150367976142,0.3178603102231917,0.7361989888573336
80,-0.9419835781399701,2.607928792971359,0.28687224196321437,0.24203132004403763,-0.5338148030928701,0.5356933577839423
81,0.01958188679677246,-1.2625822688981436,-0.2819737918470063,0.10426949459291639,1.2352876059266298,-0.28194488781916427
82,1.2647603092688129,-1.810037912004789,-1.0189188688668722,0.09616585780167342,0.010871152125066707,-0.3660653942897063
83,1.1331989336896242,-0.5456317122122881,0.11231770380102055,1.8303441311275537,1.691093150903947,1.7676860969158648
84,-0.17969680738248964,0.209554476926208,0.8703462020951345,-0.5116069015415085,1.0994531743455676,1.2912747594449119
85,-0.36235071120331225,-0.3021963827821286,-0.0163663275971312,0.40410405586888637,-0.004806178807232261,-0.47764966102649
86,-0.3174573274390184,0.4726055789046101,-0.05037603508818295,-0.6331614534101448,-0.7856674761223095,-0.15515579829319895
87,0.5627214550747002,-1.3492292532488848,-1.4579446756825853,-0.7385087316962967,0.6693057772719117,-0.16596208016833408
88,0.7216491703914605,1.919116634639239,-2.473447113817712,-0.4791923543765387,1.0893134350133904,1.1475719113442846
89,-0.09582190822709746,-0.7321492326848523,0.6669610386131339,0.047544037054219154,-0.06508780465338548,0.01944486200764545
90,-1.846510606625091,-1.142120821129378,-1.530064507439484,-0.48729599116778133,-0.32270765705464066,-2.9176612066207728
91,0.3343232785424965,0.4250778904840935,1.263599308458147,1.6844786688851896,-0.7335885585317313,0.5874931713790711
92,0.208549991732607,-1.5468625994782532,-1.171926309843252,-0.5521250854977208,-0.6947029959777877,-1.8309159015962961
93,-0.3002527422720005,1.5486900263008159,-0.3457776272415955,-0.42246689683784183,-0.10570778675801996,0.17733118465466302
94,2.5211008986853702,0.6232251665943865,-0.13664749163339515,-0.5278141751239933,0.3249481890752115,2.2169864105658608
95,0.48002469779176526,0.3989570710055479,-0.407105983673143,0.28254950400024964,1.5770398508152246,1.7224407152886656
96,-0.21762360205267095,0.4011753777659785,-0.24938806717094827,0.34737859833018914,1.3770183467764472,0.5929191327743678
97,0.6391759691454875,0.9644662866111147,0.8414840226637825,0.40410405586888637,-1.4000927215955135,0.754973803553198
98,-0.24381876158801372,0.5397127714060678,-0.6674853755948478,-1.2976596702920242,-1.4404566706833628,-0.7854431317886107
99,-0.19760354159777388,1.013690991293534,-0.9438928711218574,-1.3057633070832666,-0.37326520728300244,-0.30428236751831134
100,0.06579295924928538,-0.6352655256393517,0.18457592621370578,-0.4305705336290841,0.4150478988232789,-0.17596011991564772
101,0.17091112626300883,-0.43691454895092124,-0.980907297631691,-1.5893905947767517,0.09717307237720706,-0.33318491693149177
102,0.5287998034032955,2.110742921026135,-0.4786734847446357,0.31496405116521936,1.0687668499022593,1.5618516262760875
